gps,speed,rain,aqi,claims,idle,loss,time,dcs,accel,fraud
7.026978322109009,69.43535761894415,71.7782083411293,82.96207176067733,2,92.5310657288906,81.2969134390671,23,64.50518820841593,2.2689489816650807,0
2.2351001177017995,62.31951081184968,68.30997880936407,315.33070902988084,2,116.63027280541388,81.82668852263267,8,100.0,1.2539496804184693,0
0.19101154926107755,39.3867580089689,17.675701454697585,95.47252686741507,2,31.094575140851674,64.20859285844293,11,75.6053228223807,4.312658461278972,0
0.5720980824130468,31.932869908070337,0.0,325.42353212574847,3,86.09401854202854,79.33381571745255,15,62.18825172629886,2.9588698727922895,0
2.777437148575124,45.11043018082412,35.01466520451268,60.78624209877879,1,29.67723737424586,50.50185860140221,10,89.9851171263752,1.6002895937170476,0
5.506108591118433,62.339801038981754,26.185508263014164,57.949225596851164,0,88.07132531859179,46.346551272502886,2,58.870843560158846,2.730786024693216,0
0.0,5.795162454024512,88.78010169291923,368.00324174766246,1,35.575045567844754,79.45201565533505,16,96.76625577811993,3.2078097242577757,0
2.721703211553365,14.525402425222014,88.1383304605498,315.48183544232353,1,54.69069957413693,72.50349460157538,17,87.96529856838973,3.531371024741543,0
12.342854697193978,45.410885983052324,71.48105423614211,224.31834191011848,3,47.27323931851334,70.50685692185515,8,66.03603219448746,0.08898131354476096,1
0.0,17.374134905098686,54.033617828249525,203.61901110676635,1,100.02357128235116,95.4105531645825,0,62.35340517672057,3.2879844992326395,0
1.8322262159745368,2.129728618707376,52.472683028755796,179.82279935185358,1,97.9489192873947,41.660444512410876,19,94.24060493541228,1.4414485425003594,0
10.20304197793398,70.83163326593835,91.09116213123511,362.70632389425214,0,41.33184096054119,56.796179930564165,12,73.82948324858393,2.6767381596010704,0
1.0425144706714027,16.599676156628938,73.20122008498987,356.09671429311254,0,40.6872223835109,70.32418774589988,4,100.0,2.1382837076012335,0
5.490116056428129,36.74608551311964,32.000749510142306,331.44358416379197,0,89.9831604502873,29.55519697905119,17,71.26810602380745,4.627679775754314,0
0.0,21.302558940833688,60.501979497995194,87.06409131276365,2,53.19814672137494,85.79228388592612,3,91.46874386265264,4.479879345877868,0
0.0,19.549328397241858,79.60547986272742,353.70863382160394,3,52.445730466473236,28.318657225762475,14,65.39040925917084,3.984763673606278,0
2.663472817734727,57.00028003764087,6.865004699764576,297.3992571369024,2,11.509754637691412,92.59435344915747,7,20.96160386745035,0.061177900224643644,1
13.086650194786849,46.43439080794489,38.2959266308967,226.58418295778054,2,102.8801370845537,10.412682243947762,21,54.268136655976235,1.9226948058964415,0
16.487005100091114,25.896454203706167,51.83499719268492,320.79594317828514,2,64.16207042188748,100.0,23,24.803312652304744,0.552142004309598,1
0.0,5.770314698506461,60.798697789847516,195.91127900820976,2,47.263858163239725,46.47402390771439,5,83.59579324184409,2.5608119254644883,0
7.913651715220768,59.73607896081498,87.42417556482243,236.45279662300908,3,38.137895630983095,84.64898293818837,15,69.95440421976649,3.15497950298727,0
18.278112349199017,105.94332028093906,40.49101204577676,284.78723138886403,6,75.68216502538642,32.290106144370235,19,44.889108076949086,0.09764943002129436,1
7.362823225652923,54.79319957845132,95.33046655165701,91.90675597539298,3,15.086536369738367,63.39443887982391,2,76.00011944982089,3.72544279321648,0
4.109272057705957,10.481948744681327,104.56379374419159,203.26641301956363,2,88.91385649789846,62.27745439336827,9,100.0,4.177591672989492,0
3.988329969835804,13.810156755661804,65.07801273957813,290.1337277869071,2,57.246565611800854,75.54070757702802,0,56.989029069345115,1.8704353371036868,0
0.7250645900307426,56.42742361028817,16.68406430103703,399.68665566598355,0,79.76437678926165,29.53613564306348,15,92.21657357255155,0.7868479411397462,0
2.680247591884764,37.71982249182541,46.9769997170052,290.4445432578246,6,67.95270743384583,42.74253706193423,5,64.88169906684737,0.7698743416680571,1
2.9762211898005146,49.850436627208595,8.691695025765647,144.7655629612301,0,117.7235502633484,67.09102233407971,17,52.61250847213846,3.1132202931618314,0
3.5911419082931344,68.26077571882709,68.52580940569857,250.34460248552307,1,113.79281215918093,34.78260897399681,3,83.80098186370975,4.234295518688688,0
0.0,31.618189764437872,14.612873946135213,178.370964104405,5,50.77032939346104,61.77673792864659,14,47.980920318014476,0.505900832329759,1
13.450740184106706,51.8171095892293,78.02082186196435,278.351569782361,2,95.55470552838469,54.35530863370964,7,79.06003554573343,3.3000212059169494,0
9.360600845564454,18.307471755537136,92.03570142650271,222.9495762810982,0,13.286801913388524,55.625463930611176,2,54.815697315860334,1.1655078640642522,0
5.1178563604164005,0.0,59.701251853201605,91.88539455271302,2,115.21935580361182,85.677287811012,8,89.05591489638796,2.1365686311504724,0
0.30990590690640696,29.07402766660589,85.50079413671621,396.1965509392619,3,101.49301905139704,86.90480473606603,13,73.8895591589541,2.408574116411329,0
14.034969555407582,26.990408820992418,12.537324093024335,137.6177990943585,2,46.91561384118367,67.06362286155984,11,13.352864429588024,0.25595043543055385,1
2.2984863408832767,8.758292379599917,78.11511445643536,218.90037800555288,2,102.98178444133444,49.628599986724154,18,98.60421200219247,3.157400349982061,0
4.722605810290418,39.522391583692304,0.0,328.238137551208,5,24.602805793662892,89.2704924935859,10,20.385894976591317,0.14666248498976167,1
12.04030791268238,52.75629389797774,81.28278019858237,353.38050339167427,0,89.22755284428558,64.0191974750469,2,66.67559792307324,3.0591400806168556,0
6.5203922505826535,78.14292965268807,52.75727324988667,392.2709426758441,0,96.27344731439685,4.081375887980162,9,84.30005247562539,3.7989766259334394,0
7.228904985029786,57.38740916475705,82.26104459225905,308.80101396677844,1,10.630826629677113,36.12882346489019,19,78.71778102456827,4.238072374146841,0
0.0,66.64941278395162,42.25904422619255,348.6706349004208,3,72.88682885156213,27.841748544155323,7,72.96070113753713,5.105314524357179,0
8.004553016685641,52.3285663561006,25.66239019512596,349.2740111788752,6,47.61702723306974,69.41473724333557,16,62.89663392603534,0.13681910254484486,1
4.8791251303656535,23.154099651333233,75.60692618567018,313.1870925512204,2,37.722200637859906,85.63821628019102,12,67.7583283018236,1.7498798401141016,0
10.915052580394228,27.73386574386061,48.97560213389674,134.97407997503421,1,63.35795401130993,82.23841485342301,13,40.437657991562524,0.8305181789584002,1
6.80802593434033,33.477988646781824,55.03611395571999,62.544962996357114,3,16.84530867496826,15.424930019432262,23,57.826487755552996,0.7778005902686622,0
12.538965566669145,24.04115764798351,5.616470544068802,168.23773315342925,2,0.13285661398404258,53.58171261266847,9,54.64443194800447,0.0,1
8.503288205651808,42.5227487437753,33.18171458397692,254.97750729764388,3,26.458859364389333,93.94636714606452,5,14.89646075321971,0.41605140966318577,1
7.893319773729257,36.15222294581571,34.23522362501222,122.49167262172574,1,47.21563062129009,82.03481376953812,13,10.352386943518301,0.5929161563083165,1
8.254287252246222,76.56834275370157,42.072258734740785,334.6057710370395,0,96.90955505777147,39.21526302324314,7,65.40497490442752,2.1962598343968263,0
7.26207014210913,36.06880165000321,34.71997436281521,361.5068099911934,0,19.493029300862048,24.263010663319307,14,100.0,1.5465117125433743,0
10.996712661961263,97.76201136155076,40.137635873881905,236.53760895822697,2,4.041575709760412,86.26629392241507,6,34.418230369233875,0.5425707993987194,1
